abnormal pos: x = 0, y = 0, cpnt = 0, average =  85.00
abnormal pos: x = 391, y = 308, cpnt = 1, average =  33.60
abnormal pos: x = 392, y = 308, cpnt = 1, average =  33.30
abnormal pos: x = 393, y = 308, cpnt = 1, average =  34.60
abnormal pos: x = 407, y = 308, cpnt = 2, average =  31.40
abnormal pos: x = 408, y = 308, cpnt = 2, average =  30.80
abnormal pos: x = 410, y = 308, cpnt = 2, average =  33.10
abnormal pos: x = 411, y = 308, cpnt = 2, average =  33.10
abnormal pos: x = 413, y = 308, cpnt = 2, average =  30.70
abnormal pos: x = 415, y = 308, cpnt = 2, average =  30.40
abnormal pos: x = 418, y = 308, cpnt = 1, average =  30.90
abnormal pos: x = 418, y = 308, cpnt = 2, average =  31.70
abnormal pos: x = 442, y = 308, cpnt = 0, average =  30.10
abnormal pos: x = 477, y = 308, cpnt = 2, average =  30.20
abnormal pos: x = 491, y = 308, cpnt = 0, average =  30.80
abnormal pos: x = 492, y = 308, cpnt = 0, average =  34.80
abnormal pos: x = 493, y = 308, cpnt = 0, average =  35.40
abnormal pos: x = 493, y = 308, cpnt = 1, average =  31.90
abnormal pos: x = 493, y = 308, cpnt = 2, average =  30.80
abnormal pos: x = 494, y = 308, cpnt = 0, average =  39.10
abnormal pos: x = 494, y = 308, cpnt = 1, average =  31.50
abnormal pos: x = 494, y = 308, cpnt = 2, average =  32.10
abnormal pos: x = 495, y = 308, cpnt = 0, average =  35.60
abnormal pos: x = 496, y = 308, cpnt = 0, average =  32.90
abnormal pos: x = 558, y = 308, cpnt = 1, average =  30.50
abnormal pos: x = 559, y = 308, cpnt = 0, average =  31.40
abnormal pos: x = 559, y = 308, cpnt = 1, average =  33.90
abnormal pos: x = 560, y = 308, cpnt = 0, average =  31.00
abnormal pos: x = 560, y = 308, cpnt = 1, average =  34.70
abnormal pos: x = 561, y = 308, cpnt = 0, average =  31.60
abnormal pos: x = 561, y = 308, cpnt = 1, average =  37.10
abnormal pos: x = 562, y = 308, cpnt = 1, average =  37.40
abnormal pos: x = 563, y = 308, cpnt = 1, average =  35.40
abnormal pos: x = 564, y = 308, cpnt = 1, average =  30.60
abnormal pos: x = 566, y = 308, cpnt = 1, average =  30.10
abnormal pos: x = 0, y = 309, cpnt = 2, average =  43.00
abnormal pos: x = 1, y = 309, cpnt = 1, average =  34.00
abnormal pos: x = 1, y = 309, cpnt = 2, average =  40.50
abnormal pos: x = 3, y = 309, cpnt = 1, average =  32.50
abnormal pos: x = 3, y = 309, cpnt = 2, average =  39.00
abnormal pos: x = 4, y = 309, cpnt = 2, average =  31.60
abnormal pos: x = 28, y = 309, cpnt = 2, average =  30.40
abnormal pos: x = 58, y = 309, cpnt = 2, average =  31.40
abnormal pos: x = 114, y = 309, cpnt = 0, average =  30.30
abnormal pos: x = 114, y = 309, cpnt = 2, average =  30.50
abnormal pos: x = 115, y = 309, cpnt = 1, average =  31.00
abnormal pos: x = 116, y = 309, cpnt = 0, average =  30.20
abnormal pos: x = 116, y = 309, cpnt = 1, average =  31.60
abnormal pos: x = 117, y = 309, cpnt = 1, average =  31.70
abnormal pos: x = 118, y = 309, cpnt = 0, average =  33.80
abnormal pos: x = 118, y = 309, cpnt = 1, average =  34.40
abnormal pos: x = 118, y = 309, cpnt = 2, average =  32.10
abnormal pos: x = 119, y = 309, cpnt = 0, average =  31.00
abnormal pos: x = 119, y = 309, cpnt = 1, average =  31.40
abnormal pos: x = 120, y = 309, cpnt = 1, average =  30.10
abnormal pos: x = 121, y = 309, cpnt = 0, average =  30.40
abnormal pos: x = 134, y = 309, cpnt = 1, average =  30.70
abnormal pos: x = 227, y = 309, cpnt = 0, average =  30.10
abnormal pos: x = 228, y = 309, cpnt = 0, average =  32.60
abnormal pos: x = 229, y = 309, cpnt = 0, average =  33.80
abnormal pos: x = 230, y = 309, cpnt = 0, average =  34.80
abnormal pos: x = 231, y = 309, cpnt = 0, average =  31.00
abnormal pos: x = 242, y = 309, cpnt = 0, average =  31.80
abnormal pos: x = 242, y = 309, cpnt = 1, average =  33.20
abnormal pos: x = 243, y = 309, cpnt = 1, average =  33.80
abnormal pos: x = 244, y = 309, cpnt = 1, average =  32.40
abnormal pos: x = 245, y = 309, cpnt = 0, average =  33.90
abnormal pos: x = 245, y = 309, cpnt = 1, average =  33.00
abnormal pos: x = 246, y = 309, cpnt = 1, average =  31.70
abnormal pos: x = 297, y = 309, cpnt = 0, average =  30.90
abnormal pos: x = 297, y = 309, cpnt = 1, average =  30.40
abnormal pos: x = 297, y = 309, cpnt = 2, average =  32.90
abnormal pos: x = 298, y = 309, cpnt = 0, average =  30.30
abnormal pos: x = 298, y = 309, cpnt = 1, average =  30.70
abnormal pos: x = 298, y = 309, cpnt = 2, average =  32.10
abnormal pos: x = 300, y = 309, cpnt = 0, average =  30.40
abnormal pos: x = 300, y = 309, cpnt = 1, average =  31.40
abnormal pos: x = 301, y = 309, cpnt = 1, average =  32.80
abnormal pos: x = 301, y = 309, cpnt = 2, average =  31.00
abnormal pos: x = 302, y = 309, cpnt = 1, average =  34.10
abnormal pos: x = 302, y = 309, cpnt = 2, average =  31.10
abnormal pos: x = 303, y = 309, cpnt = 1, average =  30.90
abnormal pos: x = 304, y = 309, cpnt = 1, average =  32.80
abnormal pos: x = 314, y = 309, cpnt = 0, average =  31.60
abnormal pos: x = 315, y = 309, cpnt = 0, average =  32.20
abnormal pos: x = 472, y = 309, cpnt = 2, average =  30.40
abnormal pos: x = 28, y = 310, cpnt = 2, average =  31.90
abnormal pos: x = 31, y = 310, cpnt = 2, average =  32.70
abnormal pos: x = 33, y = 310, cpnt = 1, average =  33.00
abnormal pos: x = 34, y = 310, cpnt = 1, average =  32.70
abnormal pos: x = 35, y = 310, cpnt = 1, average =  32.60
abnormal pos: x = 52, y = 310, cpnt = 2, average =  30.20
abnormal pos: x = 54, y = 310, cpnt = 2, average =  30.90
abnormal pos: x = 55, y = 310, cpnt = 2, average =  32.50
abnormal pos: x = 56, y = 310, cpnt = 2, average =  33.10
abnormal pos: x = 57, y = 310, cpnt = 2, average =  32.70
abnormal pos: x = 58, y = 310, cpnt = 2, average =  31.20
abnormal pos: x = 70, y = 310, cpnt = 2, average =  31.10
abnormal pos: x = 74, y = 310, cpnt = 2, average =  31.30
abnormal pos: x = 85, y = 310, cpnt = 0, average =  31.00
abnormal pos: x = 86, y = 310, cpnt = 0, average =  32.90
abnormal pos: x = 118, y = 310, cpnt = 0, average =  30.60
abnormal pos: x = 126, y = 310, cpnt = 1, average =  30.40
abnormal pos: x = 141, y = 310, cpnt = 2, average =  30.60
abnormal pos: x = 142, y = 310, cpnt = 2, average =  33.50
abnormal pos: x = 143, y = 310, cpnt = 2, average =  32.20
abnormal pos: x = 165, y = 310, cpnt = 1, average =  30.90
abnormal pos: x = 166, y = 310, cpnt = 1, average =  33.70
abnormal pos: x = 167, y = 310, cpnt = 1, average =  34.60
abnormal pos: x = 168, y = 310, cpnt = 1, average =  34.60
abnormal pos: x = 169, y = 310, cpnt = 1, average =  36.30
abnormal pos: x = 170, y = 310, cpnt = 1, average =  37.90
abnormal pos: x = 170, y = 310, cpnt = 2, average =  31.50
abnormal pos: x = 171, y = 310, cpnt = 1, average =  31.50
abnormal pos: x = 172, y = 310, cpnt = 1, average =  32.40
abnormal pos: x = 173, y = 310, cpnt = 1, average =  31.30
abnormal pos: x = 173, y = 310, cpnt = 2, average =  30.30
abnormal pos: x = 408, y = 310, cpnt = 2, average =  34.10
abnormal pos: x = 409, y = 310, cpnt = 2, average =  34.30
abnormal pos: x = 410, y = 310, cpnt = 2, average =  33.00
abnormal pos: x = 411, y = 310, cpnt = 2, average =  39.40
abnormal pos: x = 412, y = 310, cpnt = 0, average =  30.70
abnormal pos: x = 412, y = 310, cpnt = 2, average =  42.20
abnormal pos: x = 413, y = 310, cpnt = 0, average =  30.50
abnormal pos: x = 413, y = 310, cpnt = 1, average =  30.10
abnormal pos: x = 413, y = 310, cpnt = 2, average =  38.90
abnormal pos: x = 414, y = 310, cpnt = 0, average =  30.50
abnormal pos: x = 414, y = 310, cpnt = 2, average =  37.20
abnormal pos: x = 415, y = 310, cpnt = 2, average =  34.80
abnormal pos: x = 416, y = 310, cpnt = 2, average =  31.60
abnormal pos: x = 440, y = 310, cpnt = 0, average =  32.50
abnormal pos: x = 441, y = 310, cpnt = 0, average =  36.20
abnormal pos: x = 442, y = 310, cpnt = 0, average =  32.20
abnormal pos: x = 443, y = 310, cpnt = 0, average =  34.70
abnormal pos: x = 444, y = 310, cpnt = 0, average =  34.20
abnormal pos: x = 445, y = 310, cpnt = 0, average =  32.20
abnormal pos: x = 486, y = 310, cpnt = 0, average =  31.10
abnormal pos: x = 487, y = 310, cpnt = 0, average =  31.30
abnormal pos: x = 488, y = 310, cpnt = 0, average =  30.30
abnormal pos: x = 489, y = 310, cpnt = 0, average =  33.00
abnormal pos: x = 490, y = 310, cpnt = 0, average =  31.10
abnormal pos: x = 491, y = 310, cpnt = 0, average =  32.20
abnormal pos: x = 492, y = 310, cpnt = 0, average =  30.20
abnormal pos: x = 493, y = 310, cpnt = 1, average =  30.30
abnormal pos: x = 507, y = 310, cpnt = 1, average =  30.10
abnormal pos: x = 510, y = 310, cpnt = 1, average =  33.10
abnormal pos: x = 511, y = 310, cpnt = 1, average =  34.60
abnormal pos: x = 512, y = 310, cpnt = 1, average =  36.70
abnormal pos: x = 513, y = 310, cpnt = 1, average =  32.20
abnormal pos: x = 514, y = 310, cpnt = 1, average =  31.00
abnormal pos: x = 538, y = 310, cpnt = 1, average =  30.90
abnormal pos: x = 540, y = 310, cpnt = 0, average =  30.20
abnormal pos: x = 540, y = 310, cpnt = 1, average =  32.60
abnormal pos: x = 541, y = 310, cpnt = 1, average =  30.50
abnormal pos: x = 565, y = 310, cpnt = 1, average =  30.50
abnormal pos: x = 0, y = 311, cpnt = 1, average =  55.00
abnormal pos: x = 0, y = 311, cpnt = 2, average =  34.00
abnormal pos: x = 1, y = 311, cpnt = 1, average =  39.00
abnormal pos: x = 3, y = 311, cpnt = 1, average =  34.00
abnormal pos: x = 3, y = 311, cpnt = 2, average =  31.00
abnormal pos: x = 4, y = 311, cpnt = 1, average =  32.60
abnormal pos: x = 7, y = 311, cpnt = 1, average =  31.38
abnormal pos: x = 8, y = 311, cpnt = 1, average =  33.67
abnormal pos: x = 11, y = 311, cpnt = 1, average =  35.40
abnormal pos: x = 12, y = 311, cpnt = 1, average =  30.20
abnormal pos: x = 23, y = 311, cpnt = 2, average =  31.80
abnormal pos: x = 24, y = 311, cpnt = 2, average =  32.50
abnormal pos: x = 25, y = 311, cpnt = 2, average =  34.90
abnormal pos: x = 26, y = 311, cpnt = 2, average =  35.50
abnormal pos: x = 27, y = 311, cpnt = 2, average =  34.10
abnormal pos: x = 29, y = 311, cpnt = 2, average =  30.60
abnormal pos: x = 103, y = 311, cpnt = 1, average =  30.50
abnormal pos: x = 103, y = 311, cpnt = 2, average =  30.20
abnormal pos: x = 117, y = 311, cpnt = 2, average =  31.50
abnormal pos: x = 118, y = 311, cpnt = 2, average =  32.10
abnormal pos: x = 119, y = 311, cpnt = 2, average =  34.80
abnormal pos: x = 120, y = 311, cpnt = 2, average =  33.80
abnormal pos: x = 121, y = 311, cpnt = 1, average =  30.90
abnormal pos: x = 121, y = 311, cpnt = 2, average =  31.40
abnormal pos: x = 123, y = 311, cpnt = 1, average =  34.20
abnormal pos: x = 123, y = 311, cpnt = 2, average =  32.40
abnormal pos: x = 124, y = 311, cpnt = 1, average =  30.20
abnormal pos: x = 125, y = 311, cpnt = 1, average =  31.00
abnormal pos: x = 128, y = 311, cpnt = 1, average =  30.40
abnormal pos: x = 137, y = 311, cpnt = 1, average =  33.70
abnormal pos: x = 138, y = 311, cpnt = 1, average =  31.10
abnormal pos: x = 139, y = 311, cpnt = 1, average =  31.80
abnormal pos: x = 141, y = 311, cpnt = 1, average =  30.10
abnormal pos: x = 141, y = 311, cpnt = 2, average =  33.30
abnormal pos: x = 142, y = 311, cpnt = 2, average =  35.30
abnormal pos: x = 143, y = 311, cpnt = 2, average =  33.90
abnormal pos: x = 144, y = 311, cpnt = 2, average =  34.70
abnormal pos: x = 145, y = 311, cpnt = 2, average =  30.90
abnormal pos: x = 147, y = 311, cpnt = 2, average =  31.50
abnormal pos: x = 148, y = 311, cpnt = 2, average =  32.50
abnormal pos: x = 149, y = 311, cpnt = 2, average =  30.60
abnormal pos: x = 155, y = 311, cpnt = 0, average =  30.60
abnormal pos: x = 156, y = 311, cpnt = 0, average =  35.10
abnormal pos: x = 157, y = 311, cpnt = 0, average =  33.30
abnormal pos: x = 158, y = 311, cpnt = 0, average =  32.60
abnormal pos: x = 161, y = 311, cpnt = 0, average =  30.80
abnormal pos: x = 162, y = 311, cpnt = 0, average =  32.00
abnormal pos: x = 163, y = 311, cpnt = 0, average =  34.70
abnormal pos: x = 164, y = 311, cpnt = 0, average =  39.40
abnormal pos: x = 168, y = 311, cpnt = 0, average =  32.80
abnormal pos: x = 169, y = 311, cpnt = 0, average =  30.90
abnormal pos: x = 170, y = 311, cpnt = 0, average =  32.00
abnormal pos: x = 191, y = 311, cpnt = 1, average =  30.20
abnormal pos: x = 208, y = 311, cpnt = 2, average =  30.10
abnormal pos: x = 214, y = 311, cpnt = 0, average =  30.20
abnormal pos: x = 247, y = 311, cpnt = 0, average =  30.90
abnormal pos: x = 249, y = 311, cpnt = 0, average =  31.40
abnormal pos: x = 250, y = 311, cpnt = 0, average =  30.30
abnormal pos: x = 251, y = 311, cpnt = 0, average =  34.50
abnormal pos: x = 251, y = 311, cpnt = 2, average =  31.60
abnormal pos: x = 252, y = 311, cpnt = 0, average =  33.20
abnormal pos: x = 253, y = 311, cpnt = 0, average =  33.30
abnormal pos: x = 438, y = 311, cpnt = 1, average =  30.70
abnormal pos: x = 442, y = 311, cpnt = 1, average =  30.40
abnormal pos: x = 443, y = 311, cpnt = 1, average =  31.90
abnormal pos: x = 445, y = 311, cpnt = 2, average =  30.60
abnormal pos: x = 446, y = 311, cpnt = 0, average =  30.50
abnormal pos: x = 446, y = 311, cpnt = 2, average =  33.30
abnormal pos: x = 447, y = 311, cpnt = 2, average =  33.70
abnormal pos: x = 531, y = 311, cpnt = 0, average =  30.60
abnormal pos: x = 532, y = 311, cpnt = 0, average =  30.60
abnormal pos: x = 0, y = 312, cpnt = 0, average =  34.00
abnormal pos: x = 1, y = 312, cpnt = 0, average =  32.00
abnormal pos: x = 122, y = 312, cpnt = 0, average =  31.10
abnormal pos: x = 122, y = 312, cpnt = 1, average =  30.10
abnormal pos: x = 123, y = 312, cpnt = 0, average =  31.30
abnormal pos: x = 123, y = 312, cpnt = 1, average =  31.90
abnormal pos: x = 123, y = 312, cpnt = 2, average =  31.00
abnormal pos: x = 124, y = 312, cpnt = 0, average =  32.60
abnormal pos: x = 124, y = 312, cpnt = 1, average =  36.00
abnormal pos: x = 124, y = 312, cpnt = 2, average =  34.30
abnormal pos: x = 125, y = 312, cpnt = 0, average =  36.60
abnormal pos: x = 125, y = 312, cpnt = 1, average =  36.90
abnormal pos: x = 125, y = 312, cpnt = 2, average =  36.10
abnormal pos: x = 126, y = 312, cpnt = 0, average =  39.70
abnormal pos: x = 126, y = 312, cpnt = 1, average =  38.70
abnormal pos: x = 126, y = 312, cpnt = 2, average =  38.90
abnormal pos: x = 127, y = 312, cpnt = 0, average =  37.50
abnormal pos: x = 127, y = 312, cpnt = 1, average =  37.00
abnormal pos: x = 127, y = 312, cpnt = 2, average =  35.10
abnormal pos: x = 128, y = 312, cpnt = 0, average =  37.40
abnormal pos: x = 128, y = 312, cpnt = 1, average =  36.00
abnormal pos: x = 128, y = 312, cpnt = 2, average =  37.40
abnormal pos: x = 129, y = 312, cpnt = 0, average =  37.50
abnormal pos: x = 129, y = 312, cpnt = 1, average =  35.50
abnormal pos: x = 129, y = 312, cpnt = 2, average =  37.50
abnormal pos: x = 130, y = 312, cpnt = 0, average =  39.80
abnormal pos: x = 130, y = 312, cpnt = 1, average =  39.90
abnormal pos: x = 130, y = 312, cpnt = 2, average =  40.60
abnormal pos: x = 131, y = 312, cpnt = 0, average =  33.90
abnormal pos: x = 131, y = 312, cpnt = 1, average =  35.20
abnormal pos: x = 131, y = 312, cpnt = 2, average =  36.70
abnormal pos: x = 132, y = 312, cpnt = 0, average =  30.80
abnormal pos: x = 132, y = 312, cpnt = 1, average =  31.50
abnormal pos: x = 132, y = 312, cpnt = 2, average =  31.20
abnormal pos: x = 247, y = 312, cpnt = 1, average =  30.10
abnormal pos: x = 248, y = 312, cpnt = 1, average =  31.50
abnormal pos: x = 249, y = 312, cpnt = 1, average =  33.00
abnormal pos: x = 250, y = 312, cpnt = 1, average =  31.90
abnormal pos: x = 251, y = 312, cpnt = 1, average =  36.00
abnormal pos: x = 251, y = 312, cpnt = 2, average =  33.70
abnormal pos: x = 252, y = 312, cpnt = 1, average =  35.60
abnormal pos: x = 253, y = 312, cpnt = 0, average =  30.80
abnormal pos: x = 253, y = 312, cpnt = 1, average =  33.30
abnormal pos: x = 253, y = 312, cpnt = 2, average =  32.50
abnormal pos: x = 254, y = 312, cpnt = 0, average =  30.10
abnormal pos: x = 256, y = 312, cpnt = 0, average =  30.70
abnormal pos: x = 257, y = 312, cpnt = 0, average =  32.00
abnormal pos: x = 258, y = 312, cpnt = 0, average =  31.10
abnormal pos: x = 261, y = 312, cpnt = 0, average =  32.90
abnormal pos: x = 262, y = 312, cpnt = 0, average =  30.50
abnormal pos: x = 263, y = 312, cpnt = 0, average =  32.80
abnormal pos: x = 264, y = 312, cpnt = 0, average =  31.90
abnormal pos: x = 265, y = 312, cpnt = 0, average =  31.10
abnormal pos: x = 268, y = 312, cpnt = 0, average =  30.80
abnormal pos: x = 436, y = 312, cpnt = 1, average =  30.50
abnormal pos: x = 437, y = 312, cpnt = 1, average =  35.00
abnormal pos: x = 438, y = 312, cpnt = 1, average =  34.00
abnormal pos: x = 439, y = 312, cpnt = 1, average =  35.00
abnormal pos: x = 440, y = 312, cpnt = 1, average =  34.80
abnormal pos: x = 441, y = 312, cpnt = 1, average =  32.60
abnormal pos: x = 442, y = 312, cpnt = 1, average =  33.20
abnormal pos: x = 443, y = 312, cpnt = 1, average =  30.30
abnormal pos: x = 498, y = 312, cpnt = 1, average =  30.40
abnormal pos: x = 499, y = 312, cpnt = 1, average =  30.70
abnormal pos: x = 500, y = 312, cpnt = 1, average =  33.60
abnormal pos: x = 519, y = 312, cpnt = 0, average =  31.50
abnormal pos: x = 520, y = 312, cpnt = 0, average =  32.30
abnormal pos: x = 521, y = 312, cpnt = 0, average =  30.50
abnormal pos: x = 522, y = 312, cpnt = 1, average =  31.40
abnormal pos: x = 0, y = 313, cpnt = 0, average =  44.00
abnormal pos: x = 0, y = 313, cpnt = 1, average =  35.00
abnormal pos: x = 0, y = 313, cpnt = 2, average =  43.00
abnormal pos: x = 1, y = 313, cpnt = 2, average =  34.50
abnormal pos: x = 5, y = 313, cpnt = 2, average =  31.33
abnormal pos: x = 7, y = 313, cpnt = 2, average =  31.50
abnormal pos: x = 8, y = 313, cpnt = 2, average =  33.22
abnormal pos: x = 11, y = 313, cpnt = 2, average =  35.00
abnormal pos: x = 12, y = 313, cpnt = 2, average =  32.00
abnormal pos: x = 13, y = 313, cpnt = 2, average =  31.50
abnormal pos: x = 59, y = 313, cpnt = 1, average =  33.90
abnormal pos: x = 59, y = 313, cpnt = 2, average =  32.30
abnormal pos: x = 60, y = 313, cpnt = 1, average =  31.10
abnormal pos: x = 99, y = 313, cpnt = 0, average =  31.60
abnormal pos: x = 99, y = 313, cpnt = 1, average =  30.40
abnormal pos: x = 135, y = 313, cpnt = 2, average =  35.40
abnormal pos: x = 136, y = 313, cpnt = 2, average =  34.10
abnormal pos: x = 137, y = 313, cpnt = 2, average =  31.40
abnormal pos: x = 138, y = 313, cpnt = 2, average =  30.90
abnormal pos: x = 156, y = 313, cpnt = 0, average =  30.20
abnormal pos: x = 165, y = 313, cpnt = 2, average =  30.70
abnormal pos: x = 166, y = 313, cpnt = 1, average =  30.90
abnormal pos: x = 166, y = 313, cpnt = 2, average =  35.20
abnormal pos: x = 167, y = 313, cpnt = 0, average =  32.70
abnormal pos: x = 167, y = 313, cpnt = 1, average =  33.10
abnormal pos: x = 167, y = 313, cpnt = 2, average =  36.10
abnormal pos: x = 168, y = 313, cpnt = 0, average =  32.00
abnormal pos: x = 168, y = 313, cpnt = 1, average =  32.40
abnormal pos: x = 168, y = 313, cpnt = 2, average =  33.70
abnormal pos: x = 169, y = 313, cpnt = 0, average =  34.10
abnormal pos: x = 169, y = 313, cpnt = 1, average =  33.60
abnormal pos: x = 169, y = 313, cpnt = 2, average =  34.70
abnormal pos: x = 181, y = 313, cpnt = 2, average =  30.60
abnormal pos: x = 184, y = 313, cpnt = 2, average =  30.10
abnormal pos: x = 185, y = 313, cpnt = 2, average =  30.30
abnormal pos: x = 186, y = 313, cpnt = 2, average =  30.50
abnormal pos: x = 187, y = 313, cpnt = 2, average =  30.60
abnormal pos: x = 202, y = 313, cpnt = 1, average =  30.70
abnormal pos: x = 220, y = 313, cpnt = 2, average =  30.10
abnormal pos: x = 222, y = 313, cpnt = 2, average =  30.40
abnormal pos: x = 223, y = 313, cpnt = 0, average =  31.80
abnormal pos: x = 223, y = 313, cpnt = 1, average =  31.10
abnormal pos: x = 223, y = 313, cpnt = 2, average =  33.10
abnormal pos: x = 224, y = 313, cpnt = 0, average =  31.20
abnormal pos: x = 225, y = 313, cpnt = 0, average =  37.80
abnormal pos: x = 226, y = 313, cpnt = 0, average =  36.50
abnormal pos: x = 227, y = 313, cpnt = 0, average =  40.20
abnormal pos: x = 228, y = 313, cpnt = 0, average =  38.30
abnormal pos: x = 229, y = 313, cpnt = 0, average =  35.50
abnormal pos: x = 230, y = 313, cpnt = 0, average =  35.70
abnormal pos: x = 231, y = 313, cpnt = 0, average =  34.40
abnormal pos: x = 244, y = 313, cpnt = 2, average =  30.60
abnormal pos: x = 245, y = 313, cpnt = 2, average =  32.40
abnormal pos: x = 246, y = 313, cpnt = 0, average =  32.60
abnormal pos: x = 246, y = 313, cpnt = 2, average =  34.00
abnormal pos: x = 247, y = 313, cpnt = 2, average =  31.60
abnormal pos: x = 252, y = 313, cpnt = 2, average =  30.90
abnormal pos: x = 253, y = 313, cpnt = 1, average =  30.20
abnormal pos: x = 253, y = 313, cpnt = 2, average =  31.20
abnormal pos: x = 254, y = 313, cpnt = 0, average =  30.60
abnormal pos: x = 255, y = 313, cpnt = 1, average =  30.30
abnormal pos: x = 255, y = 313, cpnt = 2, average =  31.90
abnormal pos: x = 256, y = 313, cpnt = 1, average =  31.80
abnormal pos: x = 256, y = 313, cpnt = 2, average =  31.40
abnormal pos: x = 257, y = 313, cpnt = 1, average =  36.20
abnormal pos: x = 257, y = 313, cpnt = 2, average =  35.40
abnormal pos: x = 258, y = 313, cpnt = 0, average =  30.30
abnormal pos: x = 258, y = 313, cpnt = 1, average =  38.80
abnormal pos: x = 258, y = 313, cpnt = 2, average =  34.60
abnormal pos: x = 259, y = 313, cpnt = 0, average =  30.60
abnormal pos: x = 259, y = 313, cpnt = 1, average =  39.10
abnormal pos: x = 259, y = 313, cpnt = 2, average =  37.10
abnormal pos: x = 260, y = 313, cpnt = 0, average =  31.90
abnormal pos: x = 260, y = 313, cpnt = 1, average =  37.60
abnormal pos: x = 260, y = 313, cpnt = 2, average =  34.70
abnormal pos: x = 261, y = 313, cpnt = 1, average =  33.10
abnormal pos: x = 262, y = 313, cpnt = 1, average =  30.10
abnormal pos: x = 311, y = 313, cpnt = 1, average =  34.90
abnormal pos: x = 311, y = 313, cpnt = 2, average =  30.10
abnormal pos: x = 312, y = 313, cpnt = 0, average =  31.60
abnormal pos: x = 312, y = 313, cpnt = 1, average =  35.30
abnormal pos: x = 312, y = 313, cpnt = 2, average =  31.20
abnormal pos: x = 313, y = 313, cpnt = 0, average =  34.60
abnormal pos: x = 313, y = 313, cpnt = 1, average =  39.60
abnormal pos: x = 313, y = 313, cpnt = 2, average =  36.80
abnormal pos: x = 314, y = 313, cpnt = 0, average =  33.00
abnormal pos: x = 314, y = 313, cpnt = 1, average =  34.90
abnormal pos: x = 314, y = 313, cpnt = 2, average =  33.80
abnormal pos: x = 315, y = 313, cpnt = 0, average =  30.50
abnormal pos: x = 315, y = 313, cpnt = 1, average =  32.50
abnormal pos: x = 315, y = 313, cpnt = 2, average =  30.90
abnormal pos: x = 316, y = 313, cpnt = 0, average =  32.70
abnormal pos: x = 316, y = 313, cpnt = 1, average =  30.40
abnormal pos: x = 316, y = 313, cpnt = 2, average =  30.70
abnormal pos: x = 318, y = 313, cpnt = 0, average =  32.80
abnormal pos: x = 318, y = 313, cpnt = 1, average =  30.70
abnormal pos: x = 318, y = 313, cpnt = 2, average =  30.90
abnormal pos: x = 476, y = 313, cpnt = 1, average =  30.20
abnormal pos: x = 499, y = 313, cpnt = 0, average =  30.50
abnormal pos: x = 500, y = 313, cpnt = 0, average =  31.30
abnormal pos: x = 3, y = 314, cpnt = 1, average =  30.50
abnormal pos: x = 49, y = 314, cpnt = 2, average =  32.20
abnormal pos: x = 55, y = 314, cpnt = 2, average =  30.30
abnormal pos: x = 66, y = 314, cpnt = 0, average =  33.20
abnormal pos: x = 67, y = 314, cpnt = 0, average =  33.00
abnormal pos: x = 68, y = 314, cpnt = 0, average =  32.90
abnormal pos: x = 72, y = 314, cpnt = 0, average =  31.30
abnormal pos: x = 72, y = 314, cpnt = 1, average =  30.80
abnormal pos: x = 73, y = 314, cpnt = 0, average =  31.40
abnormal pos: x = 78, y = 314, cpnt = 1, average =  30.10
abnormal pos: x = 79, y = 314, cpnt = 1, average =  31.60
abnormal pos: x = 80, y = 314, cpnt = 0, average =  31.60
abnormal pos: x = 80, y = 314, cpnt = 1, average =  36.80
abnormal pos: x = 80, y = 314, cpnt = 2, average =  34.00
abnormal pos: x = 81, y = 314, cpnt = 1, average =  35.80
abnormal pos: x = 81, y = 314, cpnt = 2, average =  32.90
abnormal pos: x = 82, y = 314, cpnt = 1, average =  34.80
abnormal pos: x = 82, y = 314, cpnt = 2, average =  31.20
abnormal pos: x = 83, y = 314, cpnt = 1, average =  35.80
abnormal pos: x = 83, y = 314, cpnt = 2, average =  31.10
abnormal pos: x = 84, y = 314, cpnt = 1, average =  34.50
abnormal pos: x = 84, y = 314, cpnt = 2, average =  30.10
abnormal pos: x = 85, y = 314, cpnt = 0, average =  33.60
abnormal pos: x = 85, y = 314, cpnt = 1, average =  37.40
abnormal pos: x = 85, y = 314, cpnt = 2, average =  33.70
abnormal pos: x = 86, y = 314, cpnt = 0, average =  33.10
abnormal pos: x = 86, y = 314, cpnt = 1, average =  33.60
abnormal pos: x = 86, y = 314, cpnt = 2, average =  31.60
abnormal pos: x = 87, y = 314, cpnt = 0, average =  35.80
abnormal pos: x = 87, y = 314, cpnt = 1, average =  32.50
abnormal pos: x = 87, y = 314, cpnt = 2, average =  32.70
abnormal pos: x = 88, y = 314, cpnt = 0, average =  33.70
abnormal pos: x = 103, y = 314, cpnt = 2, average =  31.00
abnormal pos: x = 104, y = 314, cpnt = 0, average =  31.00
abnormal pos: x = 104, y = 314, cpnt = 2, average =  30.20
abnormal pos: x = 124, y = 314, cpnt = 1, average =  31.70
abnormal pos: x = 125, y = 314, cpnt = 1, average =  32.20
abnormal pos: x = 155, y = 314, cpnt = 0, average =  30.50
abnormal pos: x = 155, y = 314, cpnt = 2, average =  32.60
abnormal pos: x = 156, y = 314, cpnt = 0, average =  31.30
abnormal pos: x = 156, y = 314, cpnt = 2, average =  30.70
abnormal pos: x = 157, y = 314, cpnt = 2, average =  30.60
